doc_id,entity_text,entity_label
3,Rwanda,GPE
3,Saint Kitts,PERSON
3,Nevis Saint,PERSON
3,the Grenadines Samoa San Marino São Tomé,ORG
3,Príncipe Saudi Arabia,ORG
3,Singapore,GPE
3,Slovakia,GPE
3,Solomon Islands Somalia,PERSON
3,Kyoto,GPE
3,South Africa,GPE
3,Spain,GPE
3,Sri Lanka,PERSON
3,Sweden,GPE
3,Switzerland,GPE
3,Syria,GPE
3,Tajikistan,NORP
3,Tanzania,GPE
3,Thailand,GPE
3,Tonga Trinidad,PERSON
3,Tobago,GPE
3,Tunisia,GPE
3,Turkey,GPE
3,Turkmenistan,GPE
3,Tuvalu,GPE
3,Uganda,GPE
3,Ukraine United Arab Emirates,GPE
3,United Kingdom,GPE
3,United States,GPE
3,Kyoto,GPE
3,Venezuela,GPE
3,Vietnam,GPE
3,Yemen,GPE
3,Zambia Zimbabwe Andorra,PERSON
3,Kyoto,GPE
3,Kyoto,GPE
3,Clinton,PERSON
3,Senate,ORG
3,Byrd-Hagel Resolution,ORG
3,the United States,GPE
3,Clinton,PERSON
3,Senate,ORG
3,Bush,PERSON
3,Chuck Hagel,PERSON
3,Jesse Helms,PERSON
3,Larry Craig,PERSON
3,Pat Roberts,PERSON
3,George W. Bush,PERSON
3,Bush,PERSON
3,China,GPE
3,India,GPE
3,U.S.,GPE
3,Senate,ORG
3,the White House,ORG
3,Europeans,NORP
3,Japanese,NORP
3,China,GPE
3,Japan,GPE
3,South Africa,GPE
3,Bush,PERSON
3,Bush,PERSON
3,The Tyndall Centre,ORG
3,Republican,NORP
3,Russia,GPE
3,Japan,GPE
3,the US Administration,ORG
3,Bonn,GPE
3,Canada,GPE
3,Japan,GPE
3,Russia,GPE
3,Kyoto,GPE
3,Canadian,NORP
3,Canada,GPE
3,Alberta,GPE
3,Peter Kent,PERSON
3,Canada,GPE
3,Durban,PERSON
3,Canada,GPE
3,Canada,GPE
3,Palestine,GPE
3,South Sudan,GPE
3,the United States,GPE
3,Canada,GPE
3,UNFCCC,ORG
3,the Kingdom of the Netherlands,GPE
3,Kingdom,GPE
3,Aruba,GPE
3,Curaçao,ORG
3,GHG,ORG
3,Annex,PERSON
3,the United States,GPE
3,Soviet Union,GPE
3,east European,NORP
3,Annex,ORG
3,PaMs,PERSON
3,PaMs,PERSON
3,Kyoto,GPE
3,Annex,ORG
3,GHG,ORG
3,Annex,ORG
3,EIT,ORG
3,EIT,ORG
3,Kyoto,GPE
3,Canada,GPE
3,Peter Kent,PERSON
3,Canada,GPE
3,Kyoto,GPE
3,United Nations Climate Change Conference,ORG
3,Canada,GPE
3,Belarus,GPE
3,Malta,GPE
3,Turkey,GPE
3,Annex,PERSON
3,Kyoto,GPE
3,Kyoto,GPE
3,GHG,ORG
3,Annex,ORG
3,UNFCCC,ORG
3,South Africa,GPE
3,Iran,GPE
3,Annex,PERSON
3,GHG,ORG
3,LUCF,PERSON
3,Gupta,PERSON
3,UNFCCC,ORG
3,UNFCCC,ORG
3,The Framework Convention,ORG
3,Gupta,PERSON
3,Kyoto,GPE
3,Kyoto,GPE
3,Kyoto,GPE
3,World Bank,ORG
3,World Bank,ORG
3,Aldy et al..,PERSON
3,The United States,GPE
3,George W. Bush,PERSON
3,Australia,GPE
3,John Howard,PERSON
3,Stern,PERSON
3,Australia,GPE
3,Kevin Rudd,PERSON
3,the United States,GPE
3,Canada,GPE
3,Austria,GPE
3,Denmark,GPE
3,Iceland,GPE
3,Japan,GPE
3,Lichtenstein,GPE
3,Luxembourg,GPE
3,Norway,GPE
3,Spain,GPE
3,Switzerland,GPE
3,the United States,GPE
3,Canada,GPE
3,the Soviet Union,GPE
3,Kyoto,GPE
3,Kyoto,GPE
3,China,GPE
3,India,GPE
3,Thailand,GPE
3,Indonesia,GPE
3,Egypt,GPE
3,Iran,GPE
3,GHG,ORG
3,PBL,ORG
3,China,GPE
3,Non-Annex,ORG
3,China,GPE
3,Kyoto,GPE
3,the Clean Development Mechanism (CDM,ORG
3,Annex,PERSON
3,Kyoto,GPE
3,CDM,ORG
3,China,GPE
3,India,GPE
3,Indonesia,GPE
3,Brazil,GPE
3,Kyoto,GPE
3,Kyoto,GPE
3,the United States,GPE
3,Canada,GPE
3,France,GPE
3,Germany,GPE
3,Italy,GPE
3,Japan,GPE
3,Russia,GPE
3,the United Kingdom,GPE
3,the United States,GPE
3,Brazil,GPE
3,China,GPE
3,India,GPE
3,Mexico,GPE
3,South Africa,GPE
3,The United Nations Climate Change Conference,ORG
3,Copenhagen,ORG
3,Rio,GPE
3,Copenhagen,ORG
3,Kyoto,GPE
3,Cancún,NORP
3,Japan,GPE
3,Russia,GPE
3,Canada,GPE
3,Kyoto,GPE
3,Australia,GPE
3,New Zealand,GPE
3,New Zealand's,GPE
3,Tim Groser,PERSON
3,Kyoto Protocol,ORG
3,New Zealand,GPE
3,the World Wildlife Fund,ORG
3,New Zealand's,GPE
3,United Nations Climate Change Conference,ORG
3,Doha,GPE
3,Kyoto,GPE
3,Doha,GPE
3,UNFCCC,ORG
3,the European Union,ORG
3,Artur Runge-Metzger,ORG
3,European,NORP
3,Ban Ki Moon,PERSON
3,the United Nations,ORG
3,the UN General Assembly,ORG
3,New York,GPE
3,Paris,GPE
3,the Paris Agreement,EVENT
