source,target,weight,relationship
Madagascar Malawi,South Korea,1,CO_OCCURS_WITH
Malaysia,Maldives Mali,1,CO_OCCURS_WITH
Germany,India,1,CO_OCCURS_WITH
France,the United Kingdom,1,CO_OCCURS_WITH
China,Russia,1,CO_OCCURS_WITH
France,South Africa,1,CO_OCCURS_WITH
France,Russia,1,CO_OCCURS_WITH
France,Mexico,1,CO_OCCURS_WITH
Malaysia,Mauritania,1,CO_OCCURS_WITH
Malaysia,Mexico,1,CO_OCCURS_WITH
Malaysia,Micronesia Moldova,1,CO_OCCURS_WITH
France,India,1,CO_OCCURS_WITH
China,the United Kingdom,1,CO_OCCURS_WITH
Kiribati,Laos,1,CO_OCCURS_WITH
Kiribati,Kuwait,1,CO_OCCURS_WITH
Montenegro,Nicaragua,1,CO_OCCURS_WITH
Iran,Mauritania,1,CO_OCCURS_WITH
Iran,Jamaica,1,CO_OCCURS_WITH
Iran,Japan,1,CO_OCCURS_WITH
Iran,Jordan,1,CO_OCCURS_WITH
Iran,Kazakhstan,1,CO_OCCURS_WITH
Iran,Kenya,1,CO_OCCURS_WITH
Iran,Kiribati,1,CO_OCCURS_WITH
Iran,Kuwait,1,CO_OCCURS_WITH
Iran,Kyrgyzstan,1,CO_OCCURS_WITH
Iran,Laos,1,CO_OCCURS_WITH
Iran,Latvia,1,CO_OCCURS_WITH
Iran,Lebanon,1,CO_OCCURS_WITH
Iran,Lesotho,1,CO_OCCURS_WITH
Iran,Liberia,1,CO_OCCURS_WITH
Iran,Libya,1,CO_OCCURS_WITH
Iran,Liechtenstein,1,CO_OCCURS_WITH
Iran,Lithuania,1,CO_OCCURS_WITH
Iran,Luxembourg,1,CO_OCCURS_WITH
Iran,Madagascar Malawi,1,CO_OCCURS_WITH
Iran,Malaysia,1,CO_OCCURS_WITH
Iran,Italy,1,CO_OCCURS_WITH
Iran,Israel,1,CO_OCCURS_WITH
Iran,Ireland,1,CO_OCCURS_WITH
Indonesia,Madagascar Malawi,1,CO_OCCURS_WITH
Indonesia,Latvia,1,CO_OCCURS_WITH
Indonesia,Lebanon,1,CO_OCCURS_WITH
Indonesia,Lesotho,1,CO_OCCURS_WITH
Indonesia,Liberia,1,CO_OCCURS_WITH
Indonesia,Libya,1,CO_OCCURS_WITH
Indonesia,Liechtenstein,1,CO_OCCURS_WITH
Indonesia,Lithuania,1,CO_OCCURS_WITH
Indonesia,Luxembourg,1,CO_OCCURS_WITH
Indonesia,Malaysia,1,CO_OCCURS_WITH
Iran,Iraq,1,CO_OCCURS_WITH
Indonesia,Maldives Mali,1,CO_OCCURS_WITH
Indonesia,Mauritania,1,CO_OCCURS_WITH
Indonesia,Mexico,1,CO_OCCURS_WITH
Indonesia,Micronesia Moldova,1,CO_OCCURS_WITH
Indonesia,Monaco,1,CO_OCCURS_WITH
Indonesia,Mongolia,1,CO_OCCURS_WITH
Indonesia,North Korea,1,CO_OCCURS_WITH
Indonesia,South Korea,1,CO_OCCURS_WITH
Iran,Maldives Mali,1,CO_OCCURS_WITH
Iran,Mexico,1,CO_OCCURS_WITH
Indonesia,Kyrgyzstan,1,CO_OCCURS_WITH
Iran,Micronesia Moldova,1,CO_OCCURS_WITH
Iraq,Lithuania,1,CO_OCCURS_WITH
Iraq,Luxembourg,1,CO_OCCURS_WITH
Iraq,Madagascar Malawi,1,CO_OCCURS_WITH
Iraq,Malaysia,1,CO_OCCURS_WITH
Iraq,Maldives Mali,1,CO_OCCURS_WITH
Iraq,Mauritania,1,CO_OCCURS_WITH
Iraq,Mexico,1,CO_OCCURS_WITH
Iraq,Micronesia Moldova,1,CO_OCCURS_WITH
Iraq,Monaco,1,CO_OCCURS_WITH
Iraq,Mongolia,1,CO_OCCURS_WITH
Iraq,North Korea,1,CO_OCCURS_WITH
Iraq,South Korea,1,CO_OCCURS_WITH
Ireland,Israel,1,CO_OCCURS_WITH
Ireland,Jamaica,1,CO_OCCURS_WITH
Ireland,Jordan,1,CO_OCCURS_WITH
Ireland,Kazakhstan,1,CO_OCCURS_WITH
Ireland,Kenya,1,CO_OCCURS_WITH
Ireland,Kiribati,1,CO_OCCURS_WITH
Ireland,Kuwait,1,CO_OCCURS_WITH
Iraq,Liechtenstein,1,CO_OCCURS_WITH
Iraq,Libya,1,CO_OCCURS_WITH
Iraq,Liberia,1,CO_OCCURS_WITH
Iraq,Japan,1,CO_OCCURS_WITH
Iran,Monaco,1,CO_OCCURS_WITH
Iran,Mongolia,1,CO_OCCURS_WITH
Iran,North Korea,1,CO_OCCURS_WITH
Iran,South Korea,1,CO_OCCURS_WITH
Iraq,Ireland,1,CO_OCCURS_WITH
Iraq,Israel,1,CO_OCCURS_WITH
Iraq,Italy,1,CO_OCCURS_WITH
Iraq,Jamaica,1,CO_OCCURS_WITH
Iraq,Jordan,1,CO_OCCURS_WITH
Iraq,Lesotho,1,CO_OCCURS_WITH
Iraq,Kazakhstan,1,CO_OCCURS_WITH
Iraq,Kenya,1,CO_OCCURS_WITH
Iraq,Kiribati,1,CO_OCCURS_WITH
Iraq,Kuwait,1,CO_OCCURS_WITH
Iraq,Kyrgyzstan,1,CO_OCCURS_WITH
Iraq,Laos,1,CO_OCCURS_WITH
Iraq,Latvia,1,CO_OCCURS_WITH
Iraq,Lebanon,1,CO_OCCURS_WITH
Indonesia,Laos,1,CO_OCCURS_WITH
Indonesia,Kuwait,1,CO_OCCURS_WITH
Ireland,Laos,1,CO_OCCURS_WITH
Iceland,South Korea,1,CO_OCCURS_WITH
Iceland,Jamaica,1,CO_OCCURS_WITH
Iceland,Jordan,1,CO_OCCURS_WITH
Iceland,Kenya,1,CO_OCCURS_WITH
Iceland,Kiribati,1,CO_OCCURS_WITH
Iceland,Kuwait,1,CO_OCCURS_WITH
Iceland,Kyrgyzstan,1,CO_OCCURS_WITH
Iceland,Laos,1,CO_OCCURS_WITH
Iceland,Lebanon,1,CO_OCCURS_WITH
Iceland,Lesotho,1,CO_OCCURS_WITH
Iceland,Liberia,1,CO_OCCURS_WITH
Iceland,Libya,1,CO_OCCURS_WITH
Iceland,Madagascar Malawi,1,CO_OCCURS_WITH
Iceland,Malaysia,1,CO_OCCURS_WITH
Iceland,Maldives Mali,1,CO_OCCURS_WITH
Iceland,Mauritania,1,CO_OCCURS_WITH
Iceland,Mexico,1,CO_OCCURS_WITH
Iceland,Micronesia Moldova,1,CO_OCCURS_WITH
Iceland,Monaco,1,CO_OCCURS_WITH
Iceland,Mongolia,1,CO_OCCURS_WITH
Iceland,Israel,1,CO_OCCURS_WITH
Iceland,Iraq,1,CO_OCCURS_WITH
Iceland,Iran,1,CO_OCCURS_WITH
Honduras Hungary,Malaysia,1,CO_OCCURS_WITH
Honduras Hungary,Lebanon,1,CO_OCCURS_WITH
Honduras Hungary,Lesotho,1,CO_OCCURS_WITH
Honduras Hungary,Liberia,1,CO_OCCURS_WITH
Honduras Hungary,Libya,1,CO_OCCURS_WITH
Honduras Hungary,Liechtenstein,1,CO_OCCURS_WITH
Honduras Hungary,Lithuania,1,CO_OCCURS_WITH
Honduras Hungary,Luxembourg,1,CO_OCCURS_WITH
Honduras Hungary,Madagascar Malawi,1,CO_OCCURS_WITH
Honduras Hungary,Maldives Mali,1,CO_OCCURS_WITH
Iceland,Indonesia,1,CO_OCCURS_WITH
Honduras Hungary,Mauritania,1,CO_OCCURS_WITH
Honduras Hungary,Mexico,1,CO_OCCURS_WITH
Honduras Hungary,Micronesia Moldova,1,CO_OCCURS_WITH
Honduras Hungary,Monaco,1,CO_OCCURS_WITH
Honduras Hungary,Mongolia,1,CO_OCCURS_WITH
Honduras Hungary,North Korea,1,CO_OCCURS_WITH
Honduras Hungary,South Korea,1,CO_OCCURS_WITH
Iceland,India,1,CO_OCCURS_WITH
Iceland,North Korea,1,CO_OCCURS_WITH
the UN General Assembly,the United Nations,1,CO_OCCURS_WITH
Indonesia,Kiribati,1,CO_OCCURS_WITH
New York,the UN General Assembly,1,CO_OCCURS_WITH
India,Malaysia,1,CO_OCCURS_WITH
India,Maldives Mali,1,CO_OCCURS_WITH
India,Mauritania,1,CO_OCCURS_WITH
Ban Ki Moon,New York,1,CO_OCCURS_WITH
India,Micronesia Moldova,1,CO_OCCURS_WITH
India,Monaco,1,CO_OCCURS_WITH
India,Mongolia,1,CO_OCCURS_WITH
India,North Korea,1,CO_OCCURS_WITH
India,South Korea,1,CO_OCCURS_WITH
European,the European Union,1,CO_OCCURS_WITH
Indonesia,Iraq,1,CO_OCCURS_WITH
Indonesia,Ireland,1,CO_OCCURS_WITH
Indonesia,Israel,1,CO_OCCURS_WITH
Indonesia,Italy,1,CO_OCCURS_WITH
Indonesia,Jamaica,1,CO_OCCURS_WITH
Indonesia,Japan,1,CO_OCCURS_WITH
Indonesia,Jordan,1,CO_OCCURS_WITH
Indonesia,Kazakhstan,1,CO_OCCURS_WITH
Indonesia,Kenya,1,CO_OCCURS_WITH
India,Madagascar Malawi,1,CO_OCCURS_WITH
India,Luxembourg,1,CO_OCCURS_WITH
India,Lithuania,1,CO_OCCURS_WITH
India,Kenya,1,CO_OCCURS_WITH
India,Iraq,1,CO_OCCURS_WITH
India,Ireland,1,CO_OCCURS_WITH
India,Israel,1,CO_OCCURS_WITH
Ban Ki Moon,the United Nations,1,CO_OCCURS_WITH
India,Jamaica,1,CO_OCCURS_WITH
Ban Ki Moon,the UN General Assembly,1,CO_OCCURS_WITH
India,Jordan,1,CO_OCCURS_WITH
India,Kazakhstan,1,CO_OCCURS_WITH
India,Kiribati,1,CO_OCCURS_WITH
India,Liechtenstein,1,CO_OCCURS_WITH
India,Kuwait,1,CO_OCCURS_WITH
India,Kyrgyzstan,1,CO_OCCURS_WITH
India,Laos,1,CO_OCCURS_WITH
India,Latvia,1,CO_OCCURS_WITH
India,Lebanon,1,CO_OCCURS_WITH
India,Lesotho,1,CO_OCCURS_WITH
India,Liberia,1,CO_OCCURS_WITH
India,Libya,1,CO_OCCURS_WITH
Ireland,Kyrgyzstan,1,CO_OCCURS_WITH
Ireland,Lebanon,1,CO_OCCURS_WITH
Kenya,South Korea,1,CO_OCCURS_WITH
Jordan,South Korea,1,CO_OCCURS_WITH
Jordan,Kuwait,1,CO_OCCURS_WITH
Jordan,Kyrgyzstan,1,CO_OCCURS_WITH
Jordan,Laos,1,CO_OCCURS_WITH
Jordan,Latvia,1,CO_OCCURS_WITH
Jordan,Lebanon,1,CO_OCCURS_WITH
Jordan,Lesotho,1,CO_OCCURS_WITH
Jordan,Liberia,1,CO_OCCURS_WITH
Jordan,Libya,1,CO_OCCURS_WITH
Jordan,Liechtenstein,1,CO_OCCURS_WITH
Jordan,Lithuania,1,CO_OCCURS_WITH
Jordan,Luxembourg,1,CO_OCCURS_WITH
Jordan,Madagascar Malawi,1,CO_OCCURS_WITH
Jordan,Malaysia,1,CO_OCCURS_WITH
Jordan,Maldives Mali,1,CO_OCCURS_WITH
Jordan,Mauritania,1,CO_OCCURS_WITH
Jordan,Mexico,1,CO_OCCURS_WITH
Jordan,Micronesia Moldova,1,CO_OCCURS_WITH
Jordan,Monaco,1,CO_OCCURS_WITH
Jordan,Mongolia,1,CO_OCCURS_WITH
Jordan,Kiribati,1,CO_OCCURS_WITH
Jordan,Kenya,1,CO_OCCURS_WITH
Jordan,Kazakhstan,1,CO_OCCURS_WITH
Japan,Libya,1,CO_OCCURS_WITH
Japan,Kenya,1,CO_OCCURS_WITH
Japan,Kiribati,1,CO_OCCURS_WITH
Japan,Kuwait,1,CO_OCCURS_WITH
Japan,Kyrgyzstan,1,CO_OCCURS_WITH
Japan,Laos,1,CO_OCCURS_WITH
Japan,Lebanon,1,CO_OCCURS_WITH
Japan,Lesotho,1,CO_OCCURS_WITH
Japan,Liberia,1,CO_OCCURS_WITH
Japan,Madagascar Malawi,1,CO_OCCURS_WITH
Japan,South Korea,1,CO_OCCURS_WITH
Japan,Malaysia,1,CO_OCCURS_WITH
Japan,Maldives Mali,1,CO_OCCURS_WITH
Japan,Mauritania,1,CO_OCCURS_WITH
Doha,the European Union,1,CO_OCCURS_WITH
Japan,Micronesia Moldova,1,CO_OCCURS_WITH
Japan,Monaco,1,CO_OCCURS_WITH
Japan,Mongolia,1,CO_OCCURS_WITH
Japan,North Korea,1,CO_OCCURS_WITH
Jordan,North Korea,1,CO_OCCURS_WITH
Kazakhstan,Kenya,1,CO_OCCURS_WITH
Japan,Jordan,1,CO_OCCURS_WITH
Kazakhstan,Kiribati,1,CO_OCCURS_WITH
Kenya,Kyrgyzstan,1,CO_OCCURS_WITH
Kenya,Laos,1,CO_OCCURS_WITH
Kenya,Latvia,1,CO_OCCURS_WITH
Kenya,Lebanon,1,CO_OCCURS_WITH
Kenya,Lesotho,1,CO_OCCURS_WITH
Kenya,Liberia,1,CO_OCCURS_WITH
Kenya,Libya,1,CO_OCCURS_WITH
Kenya,Liechtenstein,1,CO_OCCURS_WITH
Kenya,Lithuania,1,CO_OCCURS_WITH
Kenya,Luxembourg,1,CO_OCCURS_WITH
Kenya,Madagascar Malawi,1,CO_OCCURS_WITH
Kenya,Malaysia,1,CO_OCCURS_WITH
Kenya,Maldives Mali,1,CO_OCCURS_WITH
Kenya,Mauritania,1,CO_OCCURS_WITH
Kenya,Mexico,1,CO_OCCURS_WITH
Kenya,Micronesia Moldova,1,CO_OCCURS_WITH
Kenya,Monaco,1,CO_OCCURS_WITH
Kenya,Mongolia,1,CO_OCCURS_WITH
Kenya,North Korea,1,CO_OCCURS_WITH
Kenya,Kuwait,1,CO_OCCURS_WITH
Kenya,Kiribati,1,CO_OCCURS_WITH
Kazakhstan,South Korea,1,CO_OCCURS_WITH
Kazakhstan,Lithuania,1,CO_OCCURS_WITH
Kazakhstan,Kuwait,1,CO_OCCURS_WITH
Kazakhstan,Kyrgyzstan,1,CO_OCCURS_WITH
Kazakhstan,Laos,1,CO_OCCURS_WITH
Kazakhstan,Latvia,1,CO_OCCURS_WITH
Kazakhstan,Lebanon,1,CO_OCCURS_WITH
Kazakhstan,Lesotho,1,CO_OCCURS_WITH
Kazakhstan,Liberia,1,CO_OCCURS_WITH
Kazakhstan,Libya,1,CO_OCCURS_WITH
Kazakhstan,Luxembourg,1,CO_OCCURS_WITH
Kazakhstan,North Korea,1,CO_OCCURS_WITH
Kazakhstan,Madagascar Malawi,1,CO_OCCURS_WITH
Kazakhstan,Malaysia,1,CO_OCCURS_WITH
Kazakhstan,Maldives Mali,1,CO_OCCURS_WITH
Kazakhstan,Mauritania,1,CO_OCCURS_WITH
Kazakhstan,Mexico,1,CO_OCCURS_WITH
Kazakhstan,Micronesia Moldova,1,CO_OCCURS_WITH
Kazakhstan,Monaco,1,CO_OCCURS_WITH
Kazakhstan,Mongolia,1,CO_OCCURS_WITH
Japan,Kazakhstan,1,CO_OCCURS_WITH
Jamaica,South Korea,1,CO_OCCURS_WITH
Ireland,Lesotho,1,CO_OCCURS_WITH
Italy,Kazakhstan,1,CO_OCCURS_WITH
Israel,Latvia,1,CO_OCCURS_WITH
Israel,Lebanon,1,CO_OCCURS_WITH
Israel,Lesotho,1,CO_OCCURS_WITH
Israel,Liberia,1,CO_OCCURS_WITH
Israel,Libya,1,CO_OCCURS_WITH
Israel,Liechtenstein,1,CO_OCCURS_WITH
Israel,Lithuania,1,CO_OCCURS_WITH
Israel,Luxembourg,1,CO_OCCURS_WITH
Israel,Madagascar Malawi,1,CO_OCCURS_WITH
Israel,Malaysia,1,CO_OCCURS_WITH
Israel,Maldives Mali,1,CO_OCCURS_WITH
Israel,Mauritania,1,CO_OCCURS_WITH
Israel,Mexico,1,CO_OCCURS_WITH
Israel,Micronesia Moldova,1,CO_OCCURS_WITH
Israel,Monaco,1,CO_OCCURS_WITH
Israel,Mongolia,1,CO_OCCURS_WITH
Israel,North Korea,1,CO_OCCURS_WITH
Israel,South Korea,1,CO_OCCURS_WITH
Italy,Jamaica,1,CO_OCCURS_WITH
Israel,Laos,1,CO_OCCURS_WITH
Israel,Kyrgyzstan,1,CO_OCCURS_WITH
Israel,Kuwait,1,CO_OCCURS_WITH
Ireland,Monaco,1,CO_OCCURS_WITH
Ireland,Liberia,1,CO_OCCURS_WITH
Ireland,Libya,1,CO_OCCURS_WITH
Ireland,Madagascar Malawi,1,CO_OCCURS_WITH
Ireland,Malaysia,1,CO_OCCURS_WITH
Ireland,Maldives Mali,1,CO_OCCURS_WITH
Ireland,Mauritania,1,CO_OCCURS_WITH
Ireland,Mexico,1,CO_OCCURS_WITH
Ireland,Micronesia Moldova,1,CO_OCCURS_WITH
Ireland,Mongolia,1,CO_OCCURS_WITH
Israel,Kiribati,1,CO_OCCURS_WITH
Ireland,North Korea,1,CO_OCCURS_WITH
Ireland,South Korea,1,CO_OCCURS_WITH
Israel,Italy,1,CO_OCCURS_WITH
Israel,Jamaica,1,CO_OCCURS_WITH
Israel,Japan,1,CO_OCCURS_WITH
Israel,Jordan,1,CO_OCCURS_WITH
Israel,Kazakhstan,1,CO_OCCURS_WITH
Israel,Kenya,1,CO_OCCURS_WITH
Italy,Jordan,1,CO_OCCURS_WITH
Italy,Kenya,1,CO_OCCURS_WITH
Jamaica,North Korea,1,CO_OCCURS_WITH
Italy,Kiribati,1,CO_OCCURS_WITH
Jamaica,Kyrgyzstan,1,CO_OCCURS_WITH
Jamaica,Laos,1,CO_OCCURS_WITH
Jamaica,Latvia,1,CO_OCCURS_WITH
Jamaica,Lebanon,1,CO_OCCURS_WITH
Jamaica,Lesotho,1,CO_OCCURS_WITH
Jamaica,Liberia,1,CO_OCCURS_WITH
Jamaica,Libya,1,CO_OCCURS_WITH
Jamaica,Liechtenstein,1,CO_OCCURS_WITH
Jamaica,Lithuania,1,CO_OCCURS_WITH
Jamaica,Luxembourg,1,CO_OCCURS_WITH
Jamaica,Madagascar Malawi,1,CO_OCCURS_WITH
Jamaica,Malaysia,1,CO_OCCURS_WITH
Jamaica,Maldives Mali,1,CO_OCCURS_WITH
European,UNFCCC,1,CO_OCCURS_WITH
Jamaica,Mauritania,1,CO_OCCURS_WITH
Jamaica,Mexico,1,CO_OCCURS_WITH
Jamaica,Micronesia Moldova,1,CO_OCCURS_WITH
Jamaica,Monaco,1,CO_OCCURS_WITH
Jamaica,Mongolia,1,CO_OCCURS_WITH
Jamaica,Kuwait,1,CO_OCCURS_WITH
Jamaica,Kiribati,1,CO_OCCURS_WITH
Jamaica,Kenya,1,CO_OCCURS_WITH
Italy,Malaysia,1,CO_OCCURS_WITH
Italy,Kuwait,1,CO_OCCURS_WITH
Italy,Kyrgyzstan,1,CO_OCCURS_WITH
Italy,Laos,1,CO_OCCURS_WITH
Italy,Lebanon,1,CO_OCCURS_WITH
Italy,Lesotho,1,CO_OCCURS_WITH
Italy,Liberia,1,CO_OCCURS_WITH
Italy,Libya,1,CO_OCCURS_WITH
Italy,Madagascar Malawi,1,CO_OCCURS_WITH
Italy,Maldives Mali,1,CO_OCCURS_WITH
Jamaica,Kazakhstan,1,CO_OCCURS_WITH
Italy,Mauritania,1,CO_OCCURS_WITH
Italy,Micronesia Moldova,1,CO_OCCURS_WITH
Italy,Monaco,1,CO_OCCURS_WITH
Italy,Mongolia,1,CO_OCCURS_WITH
Italy,North Korea,1,CO_OCCURS_WITH
Italy,South Korea,1,CO_OCCURS_WITH
Jamaica,Japan,1,CO_OCCURS_WITH
Jamaica,Jordan,1,CO_OCCURS_WITH
Montenegro,New Zealand,1,CO_OCCURS_WITH
Montenegro,Oman,1,CO_OCCURS_WITH
Montenegro,Niue North,1,CO_OCCURS_WITH
Spain,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Singapore,Sweden,1,CO_OCCURS_WITH
Singapore,Switzerland,1,CO_OCCURS_WITH
Singapore,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Slovakia,Solomon Islands Somalia,1,CO_OCCURS_WITH
Slovakia,South Africa,1,CO_OCCURS_WITH
Slovakia,Sri Lanka,1,CO_OCCURS_WITH
Slovakia,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Solomon Islands Somalia,South Africa,1,CO_OCCURS_WITH
Solomon Islands Somalia,Spain,1,CO_OCCURS_WITH
Solomon Islands Somalia,Sri Lanka,1,CO_OCCURS_WITH
Solomon Islands Somalia,Sweden,1,CO_OCCURS_WITH
Solomon Islands Somalia,Switzerland,1,CO_OCCURS_WITH
Solomon Islands Somalia,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
South Africa,Spain,1,CO_OCCURS_WITH
South Africa,Sri Lanka,1,CO_OCCURS_WITH
Annex,Malta,1,CO_OCCURS_WITH
South Africa,Sweden,1,CO_OCCURS_WITH
South Africa,Switzerland,1,CO_OCCURS_WITH
South Africa,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Singapore,Sri Lanka,1,CO_OCCURS_WITH
Singapore,Spain,1,CO_OCCURS_WITH
Singapore,South Africa,1,CO_OCCURS_WITH
Saint Kitts,Singapore,1,CO_OCCURS_WITH
Rwanda,Slovakia,1,CO_OCCURS_WITH
Rwanda,Solomon Islands Somalia,1,CO_OCCURS_WITH
Rwanda,South Africa,1,CO_OCCURS_WITH
Rwanda,Spain,1,CO_OCCURS_WITH
Rwanda,Sri Lanka,1,CO_OCCURS_WITH
Rwanda,Sweden,1,CO_OCCURS_WITH
Rwanda,Switzerland,1,CO_OCCURS_WITH
Rwanda,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Saint Kitts,Slovakia,1,CO_OCCURS_WITH
Singapore,Solomon Islands Somalia,1,CO_OCCURS_WITH
Saint Kitts,Solomon Islands Somalia,1,CO_OCCURS_WITH
Saint Kitts,South Africa,1,CO_OCCURS_WITH
Saint Kitts,Spain,1,CO_OCCURS_WITH
Saint Kitts,Sri Lanka,1,CO_OCCURS_WITH
Saint Kitts,Sweden,1,CO_OCCURS_WITH
Saint Kitts,Switzerland,1,CO_OCCURS_WITH
Saint Kitts,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Singapore,Slovakia,1,CO_OCCURS_WITH
Spain,Sri Lanka,1,CO_OCCURS_WITH
Sri Lanka,Sweden,1,CO_OCCURS_WITH
Rwanda,Saint Kitts,1,CO_OCCURS_WITH
Sri Lanka,Switzerland,1,CO_OCCURS_WITH
Kyoto,Yemen,1,CO_OCCURS_WITH
Kyoto,Zambia Zimbabwe Andorra,1,CO_OCCURS_WITH
Syria,Tajikistan,1,CO_OCCURS_WITH
Syria,Tanzania,1,CO_OCCURS_WITH
Syria,Thailand,1,CO_OCCURS_WITH
Syria,Tobago,1,CO_OCCURS_WITH
Syria,Tonga Trinidad,1,CO_OCCURS_WITH
Syria,Tunisia,1,CO_OCCURS_WITH
Syria,Turkey,1,CO_OCCURS_WITH
EIT,Kyoto,1,CO_OCCURS_WITH
Syria,Turkmenistan,1,CO_OCCURS_WITH
Syria,Tuvalu,1,CO_OCCURS_WITH
Annex,PaMs,1,CO_OCCURS_WITH
Syria,Uganda,1,CO_OCCURS_WITH
Soviet Union,east European,1,CO_OCCURS_WITH
Syria,Ukraine United Arab Emirates,1,CO_OCCURS_WITH
Syria,United Kingdom,1,CO_OCCURS_WITH
Syria,United States,1,CO_OCCURS_WITH
Syria,Venezuela,1,CO_OCCURS_WITH
Kyoto,Vietnam,1,CO_OCCURS_WITH
Kyoto,Venezuela,1,CO_OCCURS_WITH
Kyoto,United States,1,CO_OCCURS_WITH
Kyoto,Tanzania,1,CO_OCCURS_WITH
Peter Kent,United Nations Climate Change Conference,1,CO_OCCURS_WITH
Kyoto,United Nations Climate Change Conference,1,CO_OCCURS_WITH
Sri Lanka,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Sweden,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Kyoto,Peter Kent,1,CO_OCCURS_WITH
Switzerland,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Kyoto,Syria,1,CO_OCCURS_WITH
Kyoto,Tajikistan,1,CO_OCCURS_WITH
Kyoto,Thailand,1,CO_OCCURS_WITH
Kyoto,United Kingdom,1,CO_OCCURS_WITH
Kyoto,Tobago,1,CO_OCCURS_WITH
Kyoto,Tonga Trinidad,1,CO_OCCURS_WITH
Kyoto,Tunisia,1,CO_OCCURS_WITH
Canada,United Nations Climate Change Conference,1,CO_OCCURS_WITH
Kyoto,Turkmenistan,1,CO_OCCURS_WITH
Kyoto,Tuvalu,1,CO_OCCURS_WITH
Kyoto,Uganda,1,CO_OCCURS_WITH
Kyoto,Ukraine United Arab Emirates,1,CO_OCCURS_WITH
Rwanda,Singapore,1,CO_OCCURS_WITH
Russia,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Palau,Switzerland,1,CO_OCCURS_WITH
Portugal,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Poland,Qatar,1,CO_OCCURS_WITH
Poland,Rwanda,1,CO_OCCURS_WITH
Poland,Saint Kitts,1,CO_OCCURS_WITH
Poland,Singapore,1,CO_OCCURS_WITH
Poland,Solomon Islands Somalia,1,CO_OCCURS_WITH
Poland,South Africa,1,CO_OCCURS_WITH
Poland,Spain,1,CO_OCCURS_WITH
Poland,Sri Lanka,1,CO_OCCURS_WITH
Poland,Sweden,1,CO_OCCURS_WITH
Poland,Switzerland,1,CO_OCCURS_WITH
Poland,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Portugal,Príncipe Saudi Arabia,1,CO_OCCURS_WITH
Portugal,Qatar,1,CO_OCCURS_WITH
Portugal,Russia,1,CO_OCCURS_WITH
Portugal,Rwanda,1,CO_OCCURS_WITH
Portugal,Saint Kitts,1,CO_OCCURS_WITH
Portugal,Singapore,1,CO_OCCURS_WITH
Portugal,Solomon Islands Somalia,1,CO_OCCURS_WITH
Portugal,South Africa,1,CO_OCCURS_WITH
Poland,Príncipe Saudi Arabia,1,CO_OCCURS_WITH
Poland,Portugal,1,CO_OCCURS_WITH
Philippines,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Philippines,Russia,1,CO_OCCURS_WITH
Annex,Iran,1,CO_OCCURS_WITH
Philippines,Poland,1,CO_OCCURS_WITH
Malta,Turkey,1,CO_OCCURS_WITH
Philippines,Portugal,1,CO_OCCURS_WITH
Kyoto,Malta,1,CO_OCCURS_WITH
Philippines,Príncipe Saudi Arabia,1,CO_OCCURS_WITH
Philippines,Qatar,1,CO_OCCURS_WITH
Philippines,Romania,1,CO_OCCURS_WITH
Philippines,Rwanda,1,CO_OCCURS_WITH
Philippines,Switzerland,1,CO_OCCURS_WITH
Philippines,Saint Kitts,1,CO_OCCURS_WITH
Philippines,Singapore,1,CO_OCCURS_WITH
Philippines,Slovakia,1,CO_OCCURS_WITH
Philippines,Solomon Islands Somalia,1,CO_OCCURS_WITH
Philippines,South Africa,1,CO_OCCURS_WITH
Philippines,Spain,1,CO_OCCURS_WITH
Philippines,Sri Lanka,1,CO_OCCURS_WITH
Philippines,Sweden,1,CO_OCCURS_WITH
Portugal,Sri Lanka,1,CO_OCCURS_WITH
Príncipe Saudi Arabia,Qatar,1,CO_OCCURS_WITH
Russia,Switzerland,1,CO_OCCURS_WITH
Príncipe Saudi Arabia,Romania,1,CO_OCCURS_WITH
Qatar,Sweden,1,CO_OCCURS_WITH
Qatar,Switzerland,1,CO_OCCURS_WITH
Qatar,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Romania,Rwanda,1,CO_OCCURS_WITH
Romania,Saint Kitts,1,CO_OCCURS_WITH
Romania,Singapore,1,CO_OCCURS_WITH
Romania,Solomon Islands Somalia,1,CO_OCCURS_WITH
Romania,South Africa,1,CO_OCCURS_WITH
Romania,Sri Lanka,1,CO_OCCURS_WITH
